river	geom
New River 364	"LINESTRING ZM (-80.924085937 37.806261222 0 99.999953,-80.924799204 37.8070276880001 0 80.354353,-80.9258931379999 37.809332489 0 29.571553,-80.927061738 37.8104266230001 0 -4.69999999950232e-005)"
New River 365	"LINESTRING ZM (-80.924649737 37.8026718880001 0 18.347653,-80.924140204 37.805996889 0 1.358353,-80.924085937 37.806261222 0 -4.69999999950232e-005)"
New River 366	"LINESTRING ZM (-80.915154 37.789562086 0 99.999953,-80.9170896 37.791158619 0 88.762553,-80.920607936 37.7926810860001 0 72.632153,-80.921606402 37.7937542190001 0 65.866153,-80.922387535 37.795884486 0 54.612953,-80.923189137 37.7970686200001 0 47.795053,-80.923746136 37.799442087 0 35.549453,-80.924547737 37.8006262210001 0 28.731753,-80.924649737 37.8026718880001 0 18.347653)"
New River 367	"LINESTRING ZM (-80.8947969929999 37.7750962170001 0 99.999953,-80.897234527 37.7759424830001 0 90.635953,-80.899175928 37.7783534170001 0 77.948153,-80.8992369269999 37.778903218 0 75.500753,-80.900295795 37.780526217 0 67.396353,-80.902773996 37.7828684180001 0 53.834053,-80.90496053 37.784089818 0 44.424153,-80.906746531 37.7847190850001 0 37.547253,-80.907602131 37.785639018 0 32.477153,-80.911826332 37.787114285 0 16.235853,-80.913136933 37.788362018 0 9.032853,-80.9148144 37.789519818 0 1.20965299999989,-80.915154 37.789562086 0 -4.69999999950232e-005)"
New River 368	"LINESTRING ZM (-80.893345725 37.770306616 0 99.999953,-80.893249726 37.772463283 0 58.043253,-80.893514125 37.7737162170001 0 33.343953,-80.8947969929999 37.7750962170001 0 -4.69999999950232e-005)"
New River 369	"LINESTRING ZM (-80.8970421929999 37.7624996810001 0 23.898153,-80.8962001259999 37.763207881 0 21.149353,-80.894916125 37.765216282 0 14.792253,-80.893345725 37.770306616 0 -4.69999999950232e-005)"
New River 370	"LINESTRING ZM (-80.9225165989999 37.746971477 0 99.999953,-80.921484732 37.748604877 0 94.842153,-80.920337533 37.7499528770001 0 90.250053,-80.917024598 37.752521878 0 79.871953,-80.914661998 37.753853878 0 73.378253,-80.909787396 37.755550279 0 61.450853,-80.907415196 37.756006412 0 55.981153)"
New River 371	"LINESTRING ZM (-80.906324528 37.756189813 0 53.482853,-80.9062651959999 37.756196679 0 53.348453,-80.9061987279999 37.756203412 0 53.198353,-80.906089795 37.756197679 0 52.953653,-80.9040845279999 37.756194479 0 48.459953,-80.902027327 37.75688668 0 43.452953,-80.9000919269999 37.758678413 0 36.790653,-80.898835327 37.76055468 0 30.792753,-80.897096593 37.762235414 0 24.653953,-80.8970421929999 37.7624996810001 0 23.898153)"
New River 372	"LINESTRING ZM (-80.906428195 37.7561722790001 0 53.720353,-80.906324528 37.756189813 0 53.482853)"
New River 373	"LINESTRING ZM (-80.907415196 37.756006412 0 55.981153,-80.906428195 37.7561722790001 0 53.720353)"
New River 374	"LINESTRING ZM (-80.9111415949999 37.734574808 0 22.771253,-80.911765929 37.7349236750001 0 21.983553)"
New River 375	"LINESTRING ZM (-80.894395123 37.724623406 0 45.323153,-80.896477524 37.7271876070001 0 41.358253,-80.8986417249999 37.7293554080001 0 37.763353,-80.8997917249999 37.7301088740001 0 36.224753)"
New River 376	"LINESTRING ZM (-80.911765929 37.7349236750001 0 21.983553,-80.9123903289999 37.7352726080001 0 21.195653,-80.91545113 37.736467475 0 17.676053,-80.91579053 37.736509875 0 17.321553)"
New River 377	"LINESTRING ZM (-80.892503522 37.720558006 0 50.955453,-80.892506322 37.720569606 0 50.940153)"
New River 378	"LINESTRING ZM (-80.890716787 37.709524871 0 65.611653,-80.891143988 37.70998487 0 64.868853,-80.8910689209999 37.7111954710001 0 63.293953,-80.891441721 37.711919804 0 62.277153,-80.891691522 37.714933005 0 58.353253)"
New River 379	"LINESTRING ZM (-80.892506322 37.720569606 0 50.940153,-80.893116989 37.7219018060001 0 49.097853,-80.893957923 37.7236456730001 0 46.671353,-80.894395123 37.724623406 0 45.323153)"
New River 380	"LINESTRING ZM (-80.878473516 37.6929486670001 0 92.603053,-80.881463117 37.696169002 0 87.403253,-80.8831107839999 37.6974594010001 0 85.014653,-80.8857215849999 37.6991412690001 0 81.544453,-80.886433519 37.699908002 0 80.306353,-80.88903812 37.7007756690001 0 77.390453,-80.88960772 37.7013890690001 0 76.399953,-80.88950532 37.7027318030001 0 74.652053,-80.8901085209999 37.7040270030001 0 72.857553,-80.890378987 37.706094003 0 70.157253,-80.890927921 37.707653603 0 68.052953,-80.890716787 37.709524871 0 65.611653)"
New River 381	"LINESTRING ZM (-80.8997917249999 37.7301088740001 0 36.224753,-80.900541592 37.7302702740001 0 35.423053,-80.902244792 37.731296075 0 33.217053,-80.9029233919999 37.731380808 0 32.508153,-80.9041447929999 37.732211008 0 30.849053,-80.905135593 37.732470074 0 29.772553,-80.905732727 37.7329512740001 0 28.894653,-80.906411393 37.7330358740001 0 28.185753,-80.9066963939999 37.733342608 0 27.690453,-80.9091055279999 37.7343208080001 0 24.898153,-80.9111415949999 37.734574808 0 22.771253)"
New River 382	"LINESTRING ZM (-80.8921067219999 37.7189360720001 0 53.102453,-80.892503522 37.720558006 0 50.955453)"
New River 383	"LINESTRING ZM (-80.91579053 37.736509875 0 17.321553,-80.9160755299999 37.7368164740001 0 16.826353,-80.918654598 37.737815674 0 13.865153,-80.920358198 37.7388412080001 0 11.659253,-80.922896733 37.741732809 0 7.078953,-80.9236162 37.7433134090001 0 4.895053,-80.923317533 37.7447670760001 0 2.981153,-80.9225165989999 37.746971477 0 -4.69999999950232e-005)"
New River 384	"LINESTRING ZM (-80.8769913149999 37.6874768 0 99.999953,-80.877098115 37.6903366670001 0 96.282253,-80.878473516 37.6929486670001 0 92.603053)"
New River 385	"LINESTRING ZM (-80.891691522 37.714933005 0 58.353253,-80.891620722 37.716949072 0 55.732653,-80.8921067219999 37.7189360720001 0 53.102453)"
New River 386	"LINESTRING ZM (-80.894719787 37.6731562630001 0 99.999953,-80.893897986 37.676306664 0 85.367653,-80.893171987 37.6773003970001 0 80.141653,-80.8908113849999 37.6786318640001 0 69.678753,-80.884808784 37.679914798 0 47.211253,-80.883119784 37.6805168650001 0 40.520553,-80.879381716 37.682624865 0 23.953753,-80.8779563149999 37.684479799 0 14.069053,-80.8769913149999 37.6874768 0 -4.69999999950232e-005)"
New River 387	"LINESTRING ZM (-80.8982663199999 37.6630944610001 0 99.999953,-80.898045187 37.665438995 0 78.634053,-80.89661412 37.6664800610001 0 64.620453,-80.895888187 37.6674736620001 0 54.178753,-80.895446986 37.6687740620001 0 41.939053,-80.894748186 37.669635596 0 32.623553,-80.894394986 37.671353595 0 16.803953,-80.89465252 37.6717923960001 0 12.403753,-80.894719787 37.6731562630001 0 -4.69999999950232e-005)"
New River 388	"LINESTRING ZM (-80.887893983 37.652241792 0 99.999953,-80.8883751829999 37.6524375920001 0 96.891253,-80.889655917 37.653817659 0 84.485753,-80.890137184 37.654013392 0 81.376953,-80.892183785 37.6558957930001 0 63.379253,-80.892665118 37.656091593 0 60.270053,-80.894684786 37.6581060600001 0 41.636353,-80.8969075859999 37.6608237940001 0 18.188053,-80.8982663199999 37.6630944610001 0 -4.69999999950232e-005)"
New River 389	"LINESTRING ZM (-81.189821506 38.1572607480001 0 9.180853,-81.194002108 38.1599367470001 0 3.965753,-81.195772909 38.160694081 0 2.014353,-81.197794842 38.1610753480001 0 -4.69999999950232e-005)"
New River 390	"LINESTRING ZM (-81.181929504 38.1530489470001 0 18.468853,-81.187070439 38.155300347 0 12.771853,-81.189821506 38.1572607480001 0 9.180853)"
New River 391	"LINESTRING ZM (-81.1696256989999 38.1335324770001 0 50.918253,-81.172400433 38.1327868770001 0 48.077153,-81.173280633 38.132758677 0 47.223253,-81.174619034 38.133057143 0 45.875153,-81.175625834 38.134128144 0 44.238053,-81.176237634 38.1354218770001 0 42.543253,-81.176076634 38.1362151440001 0 41.557253,-81.176283701 38.1369177440001 0 40.671953,-81.174734434 38.1428252790001 0 33.268253,-81.175302234 38.145197479 0 30.305453,-81.176786835 38.1482231460001 0 26.323253,-81.179925037 38.1517211460001 0 21.062253,-81.181210103 38.1522840800001 0 19.638053,-81.181929504 38.1530489470001 0 18.468853)"
New River 392	"LINESTRING ZM (-81.1442460229999 38.11472094 0 99.999953,-81.14551249 38.1162303410001 0 97.777553,-81.146303624 38.118359141 0 95.054753,-81.1459634239999 38.120891742 0 91.929253,-81.1460894909999 38.1219909430001 0 90.574753,-81.145659291 38.1241061420001 0 87.945653,-81.146584891 38.125573876 0 85.933253,-81.147052292 38.126714743 0 84.461653,-81.1469716249999 38.127111343 0 83.968753,-81.147978025 38.128182543 0 82.331653,-81.148445426 38.1293234770001 0 80.859953,-81.149919293 38.131535544 0 77.792253,-81.149838626 38.1319321440001 0 77.299253,-81.150683693 38.133796477 0 74.869053)"
New River 393	"LINESTRING ZM (-81.150683693 38.133796477 0 74.869053,-81.1512588259999 38.1344085440001 0 73.933653,-81.1512950269999 38.135090345 0 73.096153,-81.151843293 38.135834678 0 72.039353,-81.151762627 38.136231278 0 71.546453,-81.153317427 38.1380466790001 0 68.856653,-81.154314628 38.138303878 0 67.839853,-81.155087228 38.1388044780001 0 66.871253,-81.1564526289999 38.1389710780001 0 65.532053,-81.160754229 38.1375990780001 0 61.035453,-81.1622002299999 38.137368945 0 59.605653,-81.165028897 38.1363590780001 0 56.596753,-81.1662946979999 38.1352940780001 0 54.804053,-81.1696256989999 38.1335324770001 0 50.918253)"
North Anna River 1	"LINESTRING ZM (-77.4226019399999 37.809534957 0 99.999953,-77.422255473 37.808917357 0 95.424753,-77.421995739 37.808711557 0 93.453653,-77.421765073 37.808688757 0 92.205453,-77.419977339 37.809421624 0 81.400153,-77.418823872 37.8095135570001 0 75.175353,-77.4184200719999 37.809422157 0 72.920553,-77.416804538 37.808484757 0 62.173253,-77.415708138 37.8077300240001 0 54.378853,-77.413544137 37.805923224 0 37.509753,-77.412447737 37.804894023 0 28.389253,-77.4112652699999 37.8044367570001 0 21.325453,-77.4091886689999 37.8039570230001 0 9.711053,-77.407746468 37.8035227570001 0 1.427453,-77.407573468 37.8033626230001 0 -4.69999999950232e-005)"
North Anna River 2	"LINESTRING ZM (-77.417126272 37.815943759 0 99.999953,-77.417731938 37.8160350260001 0 94.654853,-77.418770273 37.816034625 0 85.652253,-77.419923873 37.8157824260001 0 75.277553,-77.42078874 37.8152329590001 0 65.670653,-77.4211344729999 37.814683759 0 58.961453,-77.4227185399999 37.8114110240001 0 20.646853,-77.422746473 37.8100381580001 0 5.640553,-77.4226019399999 37.809534957 0 -4.69999999950232e-005)"
North Anna River 3	"LINESTRING ZM (-77.41271327 37.815602159 0 99.999953,-77.413895537 37.815258559 0 73.397053,-77.415770338 37.8152806260001 0 33.781053,-77.416462672 37.815555025 0 17.429053,-77.417126272 37.815943759 0 -4.69999999950232e-005)"
North Anna River 4	"LINESTRING ZM (-77.413522471 37.818484826 0 99.999953,-77.4135511379999 37.8182102260001 0 92.165953,-77.413349071 37.8178214260001 0 80.209153,-77.412021537 37.816632026 0 35.042353,-77.41196387 37.816403225 0 28.408453,-77.4120790709999 37.8162430250001 0 23.164753,-77.41271327 37.815602159 0 -4.69999999950232e-005)"
North Anna River 5	"LINESTRING ZM (-77.414476871 37.8229691610001 0 99.999953,-77.4141596709999 37.82310656 0 97.305653,-77.412775337 37.823473161 0 86.425453,-77.412054271 37.82349616 0 81.045553,-77.411477271 37.82331336 0 76.413653,-77.410957737 37.82285596 0 70.627453,-77.4107267369999 37.82244416 0 66.391353,-77.410466737 37.8215290270001 0 57.574953,-77.4102069369999 37.8213460260001 0 54.984653,-77.40965887 37.8213920270001 0 50.875853,-77.40948587 37.8213005600001 0 49.325953,-77.40925487 37.8209574260001 0 45.670053,-77.40925447 37.82017956 0 38.359353,-77.4097733359999 37.819378559 0 29.895653,-77.41037887 37.8190121590001 0 24.217753,-77.41161907 37.818966027 0 14.961353,-77.412657337 37.818782626 0 7.031053,-77.413522471 37.818484826 0 -4.69999999950232e-005)"
North Anna River 6	"LINESTRING ZM (-77.415082739 37.823152027 0 99.999953,-77.414476871 37.8229691610001 0 -4.69999999950232e-005)"
North Anna River 7	"LINESTRING ZM (-77.4218913409999 37.824865227 0 99.999953,-77.421660674 37.8248196270001 0 96.800953,-77.421199074 37.82491136 0 90.397053,-77.419756873 37.82500356 0 70.926253,-77.4188624729999 37.8248207610001 0 58.497053,-77.418025739 37.824363561 0 44.823953,-77.4160059389999 37.823403361 0 13.135253,-77.415082739 37.823152027 0 -4.69999999950232e-005)"
North Anna River 8	"LINESTRING ZM (-77.425901342 37.8254125600001 0 99.999953,-77.424718275 37.825001361 0 69.141853,-77.4237085409999 37.82484156 0 44.543553,-77.421948941 37.824796561 0 2.484053,-77.4218913409999 37.824865227 0 -4.69999999950232e-005)"
North Anna River 9	"LINESTRING ZM (-77.427981543 37.8297818280001 0 99.999953,-77.427952276 37.829392827 0 92.172553,-77.427432343 37.828454961 0 71.593853,-77.427230143 37.8281347610001 0 64.400653,-77.427027676 37.8273111610001 0 47.546153,-77.427200076 37.8264187610001 0 29.412153,-77.426420675 37.825686827 0 10.168053,-77.4260456759999 37.825549827 0 3.590253,-77.425901342 37.8254125600001 0 -4.69999999950232e-005)"
North Anna River 10	"LINESTRING ZM (-77.427934877 37.8440364310001 0 99.999953,-77.427848277 37.8439677640001 0 99.421053,-77.427847944 37.8435788310001 0 97.102353,-77.428078477 37.84316683 0 94.415253,-77.428424344 37.84275483 0 91.464653,-77.429116677 37.8425027640001 0 87.863053,-77.429087344 37.8420680300001 0 85.267653,-77.4286543439999 37.8417250300001 0 82.374253,-77.427095876 37.8410393630001 0 73.948353,-77.426662743 37.84069643 0 71.054753,-77.4265469429999 37.84023883 0 68.272353,-77.428419476 37.8365770290001 0 44.715453,-77.428447277 37.8352042290001 0 36.530353,-77.427956143 37.8343349620001 0 30.851753,-77.426685676 37.8329399620001 0 20.592753,-77.426541076 37.8323222280001 0 16.847153,-77.4267999419999 37.8314526280001 0 11.520453,-77.4271169419999 37.830971962 0 8.286553,-77.4277510759999 37.830308228 0 3.32195299999989,-77.427981543 37.8297818280001 0 -4.69999999950232e-005)"
North Anna River 11	"LINESTRING ZM (-77.427685544 37.8571698330001 0 99.999953,-77.427800678 37.856803633 0 97.330353,-77.427857678 37.856002833 0 91.656953,-77.427799744 37.8556596330001 0 89.207653,-77.426990877 37.854607566 0 80.492253,-77.426846477 37.854287233 0 78.085953,-77.426816877 37.853417832 0 71.934053,-77.4270179439999 37.852296633 0 63.923453,-77.427421677 37.8518389660001 0 59.972853,-77.4278828779999 37.8513810320001 0 55.827553,-77.428084744 37.8511292330001 0 53.717053,-77.427968944 37.8507174320001 0 50.732653,-77.426842076 37.8487503650001 0 35.450353,-77.426524077 37.8479267650001 0 29.357753,-77.426552477 37.847400431 0 25.631353,-77.426898077 37.8465765650001 0 19.489753,-77.427964544 37.8450201640001 0 6.960353,-77.427934877 37.8440364310001 0 -4.69999999950232e-005)"
North Anna River 12	"LINESTRING ZM (-77.423821744 37.8614732340001 0 99.999953,-77.4244276759999 37.861495834 0 91.409153,-77.424773877 37.8612897680001 0 85.278253,-77.426676944 37.859115167 0 37.999153,-77.427426544 37.858085234 0 16.758153,-77.427685544 37.8571698330001 0 -4.69999999950232e-005)"
North Anna River 13	"LINESTRING ZM (-77.421773676 37.8629613680001 0 99.999953,-77.4214268759999 37.8623437680001 0 93.749153,-77.421224676 37.8621608350001 0 91.500053,-77.419261875 37.861543968 0 76.022253,-77.418770942 37.8610636350001 0 70.305853,-77.418568475 37.8604688350001 0 64.609353,-77.418538875 37.8594391670001 0 55.086253,-77.418942675 37.858935634 0 49.569053,-77.419173342 37.8587982340001 0 47.453953,-77.4211070759999 37.858843167 0 33.271753,-77.422550542 37.859643367 0 20.359753,-77.423185743 37.860032034 0 14.477653,-77.423532343 37.8605580350001 0 8.990353,-77.423677143 37.8612215680001 0 2.763953,-77.4237926769999 37.8612902350001 0 1.705453,-77.423821744 37.8614732340001 0 -4.69999999950232e-005)"
North Anna River 14	"LINESTRING ZM (-77.425153544 37.867192769 0 99.999953,-77.4235941429999 37.865980769 0 69.080253,-77.421746276 37.8650664350001 0 38.238753,-77.4216017429999 37.8646546350001 0 30.604653,-77.421601276 37.863968168 0 18.344453,-77.4218027429999 37.863327434 0 6.550853,-77.421773676 37.8629613680001 0 -4.69999999950232e-005)"
North Anna River 15	"LINESTRING ZM (-77.433068947 37.875356971 0 99.999953,-77.43286668 37.875151171 0 97.684753,-77.432577747 37.87489957 0 94.665453,-77.4295170789999 37.8736199700001 0 70.323853,-77.4288812789999 37.87272797 0 61.231553,-77.428735479 37.8707832360001 0 43.942653,-77.428330078 37.8692504360001 0 30.044053,-77.427867678 37.8685184350001 0 22.778953,-77.426856878 37.8677638360001 0 13.010953,-77.425153544 37.867192769 0 -4.69999999950232e-005)"
North Anna River 16	"LINESTRING ZM (-77.435299148 37.8838671720001 0 99.999953,-77.4352409489999 37.8833180390001 0 93.793653,-77.434835881 37.882334438 0 82.140953,-77.434517948 37.881899838 0 76.483053,-77.434373147 37.8813736380001 0 70.417453,-77.434025348 37.879680772 0 51.100753,-77.433158281 37.8784228370001 0 34.957053,-77.432984281 37.877599171 0 25.551553,-77.432925681 37.8766382380001 0 14.716553,-77.43315588 37.875837437 0 5.466553,-77.433068947 37.875356971 0 -4.69999999950232e-005)"
North Anna River 17	"LINESTRING ZM (-77.44064395 37.8880281720001 0 99.999953,-77.4405282829999 37.8878223720001 0 96.328053,-77.4391418829999 37.8871595730001 0 75.413853,-77.4365709479999 37.885582372 0 33.417953,-77.436166482 37.885239439 0 25.766953,-77.435674948 37.8844617720001 0 11.590653,-77.435588281 37.8842559720001 0 8.054553,-77.4355301479999 37.883981438 0 3.517453,-77.435299148 37.8838671720001 0 -4.69999999950232e-005)"
North Anna River 18	"LINESTRING ZM (-77.4416547499999 37.8883478390001 0 99.999953,-77.44064395 37.8880281720001 0 -4.69999999950232e-005)"
North Anna River 19	"LINESTRING ZM (-77.443883751 37.89411224 0 99.999953,-77.4439124849999 37.89395204 0 97.440653,-77.4435941519999 37.8934031740001 0 87.886253,-77.443419951 37.8923278400001 0 70.738353,-77.442667951 37.891138573 0 49.698353,-77.4425808839999 37.89058944 0 40.944553,-77.442839551 37.889559773 0 24.338853,-77.4424926839999 37.8891023730001 0 15.898153,-77.4416547499999 37.8883478390001 0 -4.69999999950232e-005)"
North Anna River 20	"LINESTRING ZM (-77.4603637559999 37.8894557720001 0 99.999953,-77.458603689 37.8902121720001 0 89.537253,-77.456063088 37.8901911720001 0 76.260553,-77.454966554 37.890741172 0 69.479353,-77.453062754 37.892206839 0 55.609753,-77.452226687 37.8932827730001 0 47.278053,-77.4517940869999 37.89358064 0 44.283553,-77.450726087 37.89390164 0 38.314953,-77.449369353 37.8941314400001 0 31.065553,-77.447897086 37.8942468400001 0 23.334953,-77.447175553 37.89449904 0 19.214353,-77.445818952 37.8948430410001 0 11.771653,-77.445097085 37.894820641 0 7.996853,-77.444750485 37.8947293740001 0 6.088453,-77.443883751 37.89411224 0 -4.69999999950232e-005)"
North Anna River 21	"LINESTRING ZM (-77.465790958 37.8891081720001 0 99.999953,-77.4657330909999 37.8889480390001 0 96.653953,-77.465212891 37.888628172 0 86.172253,-77.46449089 37.8883999720001 0 73.797853,-77.4637689579999 37.888263238 0 61.981253,-77.4625564899999 37.8883557720001 0 42.589653,-77.461546356 37.8886082390001 0 25.727853,-77.460392556 37.889364239 0 1.894953,-77.4603637559999 37.8894557720001 0 -4.69999999950232e-005)"
North Anna River 22	"LINESTRING ZM (-77.4811119619999 37.883328771 0 99.999953,-77.4809100959999 37.8834432370001 0 98.664953,-77.479697695 37.8835130370001 0 92.126553,-77.478456495 37.8835371710001 0 85.448453,-77.477850561 37.8837436370001 0 81.900853,-77.475832961 37.8859191700001 0 63.577653,-77.475313894 37.8863084380001 0 59.734053,-77.474246493 37.886812838 0 53.049953,-77.471852693 37.8885309710001 0 35.679953,-77.469544559 37.8895396390001 0 21.503753,-77.4683612919999 37.889792438 0 14.912653,-77.4676682909999 37.889770039 0 11.182353,-77.466830891 37.8896106390001 0 6.550553,-77.465790958 37.8891081720001 0 -4.69999999950232e-005)"
North Anna River 23	"LINESTRING ZM (-77.4875275639999 37.8877380380001 0 99.999953,-77.487007298 37.8873039710001 0 91.907153,-77.486255364 37.8864352370001 0 77.666553,-77.485300164 37.884811837 0 53.453453,-77.4841146969999 37.8836461700001 0 33.215253,-77.4837391629999 37.883463437 0 28.494153,-77.4829883629999 37.883304036 0 20.166653,-77.482006762 37.8832592370001 0 9.63265299999989,-77.4811119619999 37.883328771 0 -4.69999999950232e-005)"
North Anna River 24	"LINESTRING ZM (-77.488943498 37.8884916370001 0 99.999953,-77.488105698 37.888126438 0 44.216653,-77.4875275639999 37.8877380380001 0 -4.69999999950232e-005)"
North Anna River 25	"LINESTRING ZM (-77.4929329 37.8916677720001 0 99.999953,-77.492557499 37.8916224390001 0 94.377153,-77.4919507659999 37.8913714380001 0 84.242653,-77.4911131659999 37.891166438 0 71.262053,-77.489928565 37.8905955710001 0 50.732853,-77.4885992979999 37.8898648370001 0 26.777953,-77.4885989649999 37.8896818380001 0 23.358653,-77.488944499 37.8890865710001 0 11.115953,-77.488943498 37.8884916370001 0 -4.69999999950232e-005)"
North Anna River 26	"LINESTRING ZM (-77.5031817029999 37.9018829730001 0 99.999953,-77.50248877 37.9018364400001 0 96.351453,-77.4997327689999 37.9002859730001 0 78.618253,-77.4976525009999 37.899441773 0 66.355753,-77.4967561669999 37.8987792390001 0 59.924553,-77.496207101 37.898505239 0 56.520053,-77.4945895 37.898072373 0 47.562053,-77.4936361 37.8976843730001 0 41.938553,-77.4930287669999 37.897135973 0 37.107553,-77.492621367 37.895260239 0 24.505253,-77.4928795659999 37.894253238 0 17.701453,-77.4932531 37.8931774390001 0 10.313653,-77.493251566 37.8923081720001 0 4.557953,-77.4929329 37.8916677720001 0 -4.69999999950232e-005)"
North Anna River 27	"LINESTRING ZM (-77.508606905 37.9042217730001 0 99.999953,-77.508404705 37.9042215740001 0 96.999853,-77.507972372 37.9036948400001 0 85.233853,-77.507222371 37.9031222400001 0 69.780453,-77.505259704 37.902525573 0 38.589153,-77.503815771 37.9026386400001 0 17.059953,-77.503268103 37.9020432400001 0 3.263453,-77.5031817029999 37.9018829730001 0 -4.69999999950232e-005)"
North Anna River 28	"LINESTRING ZM (-77.511898106 37.90459084 0 99.999953,-77.5118401729999 37.904750973 0 94.563653,-77.5116667729999 37.9048422400001 0 89.180853,-77.509731973 37.9048863730001 0 39.130753,-77.509039172 37.9047254400001 0 20.462553,-77.508693105 37.9044505730001 0 7.792253,-77.508606905 37.9042217730001 0 -4.69999999950232e-005)"
North Anna River 29	"LINESTRING ZM (-77.5194883089999 37.9077317740001 0 99.999953,-77.518276708 37.9068385740001 0 81.436753,-77.515102774 37.904982574 0 37.188753,-77.514612174 37.9047533730001 0 30.800253,-77.513775107 37.90456964 0 21.056953,-77.511898106 37.90459084 0 -4.69999999950232e-005)"
North Anna River 30	"LINESTRING ZM (-77.5256011769999 37.915012242 0 99.999953,-77.525283911 37.9147145750001 0 95.692553,-77.524793911 37.9140278410001 0 86.970653,-77.524274577 37.913592775 0 80.350053,-77.522658377 37.9127906410001 0 63.644653,-77.52213911 37.912355575 0 57.024353,-77.521677777 37.9117374410001 0 49.084753,-77.52136171 37.910570374 0 35.887653,-77.521073776 37.9098608410001 0 27.647353,-77.520179775 37.90887624 0 14.237053,-77.519834176 37.908235441 0 6.532453,-77.519574575 37.908006374 0 3.128653,-77.5194883089999 37.9077317740001 0 -4.69999999950232e-005)"
North Anna River 31	"LINESTRING ZM (-77.527302979 37.916981176 0 99.999953,-77.527071911 37.9169352420001 0 92.407653,-77.525831511 37.9157216420001 0 29.589053,-77.5257161769999 37.9154928410001 0 19.677953,-77.5256011769999 37.915012242 0 -4.69999999950232e-005)"
North Anna River 32	"LINESTRING ZM (-77.530677313 37.9209874430001 0 99.999953,-77.529261912 37.921077976 0 80.321553,-77.528886512 37.920963376 0 74.746353,-77.528309512 37.920459576 0 62.846353,-77.528136778 37.920024776 0 54.872353,-77.527964979 37.918674776 0 31.136353,-77.527763912 37.9178966430001 0 17.241753,-77.527302979 37.916981176 0 -4.69999999950232e-005)"
North Anna River 33	"LINESTRING ZM (-77.550347986 37.918529241 0 99.999953,-77.5467685849999 37.9165366410001 0 81.515653,-77.545758184 37.9161928410001 0 76.869353,-77.544862917 37.916192374 0 73.086553,-77.543851784 37.9165119740001 0 68.486653,-77.5433315829999 37.9169234410001 0 65.380653,-77.543042117 37.9176097750001 0 61.521153,-77.542896917 37.918478975 0 56.844853,-77.5426943159999 37.9188449750001 0 54.713353,-77.541769516 37.9195307750001 0 49.361153,-77.5404691159999 37.9201247760001 0 43.018853,-77.536742115 37.921380776 0 25.906253,-77.536164315 37.921494642 0 23.390553,-77.534980114 37.9214708430001 0 18.385653,-77.531514913 37.921010976 0 3.54115299999989,-77.530677313 37.9209874430001 0 -4.69999999950232e-005)"
North Anna River 34	"LINESTRING ZM (-77.5526283199999 37.9199260410001 0 99.999953,-77.55222392 37.9199716410001 0 87.302953,-77.5511267859999 37.919673575 0 51.250153,-77.5506939859999 37.919169975 0 27.344953,-77.550347986 37.918529241 0 -4.69999999950232e-005)"
North Anna River 35	"LINESTRING ZM (-77.553090187 37.9202236410001 0 99.999953,-77.5526283199999 37.9199260410001 0 -4.69999999950232e-005)"
North Anna River 36	"LINESTRING ZM (-77.5568429209999 37.9226736420001 0 99.999953,-77.556727388 37.922696575 0 97.639353,-77.5549951209999 37.921917642 0 58.160153,-77.55447552 37.921574375 0 44.750353,-77.553320787 37.9207500420001 0 13.941153,-77.553090187 37.9202236410001 0 -4.69999999950232e-005)"
North Anna River 37	"LINESTRING ZM (-77.5571891869999 37.923085643 0 99.999953,-77.557044788 37.9229712420001 0 69.222953,-77.557044987 37.922833842 0 43.083353,-77.5568429209999 37.9226736420001 0 -4.69999999950232e-005)"
North Anna River 38	"LINESTRING ZM (-77.548200919 37.9294869770001 0 99.999953,-77.5467281849999 37.9289598440001 0 90.957953,-77.546121985 37.9286162440001 0 86.787353,-77.545920118 37.9283416440001 0 84.542853,-77.545978318 37.9279299770001 0 81.616853,-77.546730385 37.926626243 0 71.492053,-77.547134985 37.926397643 0 68.711353,-77.547799519 37.9261463760001 0 64.591353,-77.549272585 37.9261243760001 0 56.347853,-77.55146752 37.926377243 0 43.937553,-77.55256532 37.9260803760001 0 37.447153,-77.554616187 37.925989976 0 25.954453,-77.555078387 37.9257614430001 0 22.905953,-77.5564081209999 37.9246868430001 0 12.277153,-77.557102121 37.923611776 0 3.748153,-77.5571891869999 37.923085643 0 -4.69999999950232e-005)"
